Title,Video ID,Published At,Keyword,Likes,Comments,Views,year,month,Engagement_Score
Asking a Theoretical Physicist About the Physics of Consciousness | Roger Penrose &amp; Jordan Peterson,Qi9ys2j1ncg,2022-04-14,physics,31942,7562,1089328,2022,4,0.03626455943480751
I Made RICH KID Say **** For The First Time... (Fortnite),jxi-3WvWvGM,2020-12-28,physics,66353,2001,1546801,2020,12,0.044190558449341576
Kinematics In One Dimension - Physics,dHjWVlfNraM,2021-05-31,physics,7687,237,451843,2021,5,0.017537064865451053
"Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life &amp; Aliens | Lex Fridman Podcast #187",LDTe8uFqbws,2021-05-29,physics,9154,1201,652244,2021,5,0.015875960530108365
Minecraft Physics Had an Update..,SiHeMrHDlzs,2022-02-26,physics,11249,393,482269,2022,2,0.024140054616821734
"Static &amp; Kinetic Friction, Tension, Normal Force, Inclined Plane &amp; Pulley System Problems - Physics",pL2YfC-22Uc,2016-08-29,physics,20361,770,1539948,2016,8,0.013721891908038453
15 Craziest Things That Defy the Laws of Physics,dHsxkaxRfnE,2022-07-28,physics,12193,196,1267276,2022,7,0.009776086661469167
"Newton&#39;s Law of Motion - First, Second &amp; Third - Physics",g550H4e5FCY,2017-01-09,physics,27575,971,1761493,2017,1,0.016205571069541576
Leonard Susskind Marrying Quantum Physics &amp; General Relativity,4JXjqaN97IY,2022-06-18,physics,962,100,30388,2022,6,0.034948005791759905
How Trees Bend the Laws of Physics,BickMFHAZR0,2012-10-30,physics,139552,7764,4235793,2012,10,0.03477884778599898
"RICH KID Tried To DATE My CRUSH, So I Did This... (Fortnite)",V2dPq92LToE,2020-01-26,physics,159719,4673,2029047,2020,1,0.0810193159645883
What is Computer Science?,Tzl0ELY_TiM,2017-02-28,computer science,26902,1190,1248957,2017,2,0.02249236763155177
100+ Computer Science Concepts Explained,-uleG_Vecis,2022-05-04,computer science,55719,1606,802372,2022,5,0.0714444173026975
Introduction to Programming and Computer Science - Full Course,zOjov-2OZ0E,2020-04-21,computer science,131961,3037,4849924,2020,4,0.02783507535375812
Map of Computer Science,SzJ46YA_RaA,2017-09-06,computer science,202969,3572,4801805,2017,9,0.043013200244491394
3 years of Computer Science in 8 minutes,ReVeUvwTGdU,2018-07-24,computer science,186881,8575,7004107,2018,7,0.027905912916521693
An Entire Computer Science Degree in 12 Minutes,EJiVWoFk8GA,2022-08-06,computer science,10317,757,165623,2022,8,0.0668626941910242
Computer Scientist Explains One Concept in 5 Levels of Difficulty | WIRED,fOGdb1CTu5c,2022-01-18,computer science,128268,4356,4991078,2022,1,0.02657221546126909
Early Computing: Crash Course Computer Science #1,O5nskjZ_GoI,2017-02-22,computer science,62009,1740,3134189,2017,2,0.020339871016074654
Computer Science in 10 Minutes,A45p5e86Lpw,2020-09-21,computer science,24508,1455,374241,2020,9,0.06937508183229524
Computer Science degree: What you need to know,k0GlqFrRQI0,2020-06-01,computer science,6806,774,215489,2020,6,0.035175809438068764
Computer Scientist Explains Machine Learning in 5 Levels of Difficulty | WIRED,5q87K1WaoFI,2021-08-18,computer science,42940,1735,1407319,2021,8,0.031744757229881786
My Computer Science Degree in 8 Minutes,dh7IwmBQZeI,2021-11-08,computer science,13004,376,318419,2021,11,0.0420201055841517
Computer Science Careers and Subfields,2VpDcjFshJI,2017-08-21,computer science,8864,326,351985,2017,8,0.026109067147747772
My Regrets as a Computer Science Student,xa6me8wou_k,2019-07-03,computer science,63890,2427,1732512,2019,7,0.0382779455495835
What Is Computer Science?,AnVBCyzNgaU,2016-07-15,computer science,2143,77,198844,2016,7,0.011164530989117096
Computer science is for everyone | Hadi Partovi | TEDxRainier,FpMNs7H24X0,2014-12-08,computer science,10846,380,759857,2014,12,0.014773832444788955
Is a Computer Science Degree Worth It?,c-41IY0bOGU,2020-03-05,computer science,11672,1285,302924,2020,3,0.04277310480516565
2021&#39;s Biggest Breakthroughs in Math and Computer Science,9uASADiYe_8,2021-12-23,computer science,33558,814,950825,2021,12,0.03614965950621828
Top 10 BEST Career Paths For Computer Science Majors ($100k+ Jobs),OhuduvuenYQ,2022-06-16,computer science,752,53,16115,2022,6,0.0499534595097735
Boolean Logic &amp; Logic Gates: Crash Course Computer Science #3,gI-qXk7XojA,2017-03-08,computer science,47204,1277,2302755,2017,3,0.021053477247905225
"Lec 1 | MIT 6.00 Introduction to Computer Science and Programming, Fall 2008",k6U-i4gXkLM,2009-08-20,computer science,61813,3416,6091315,2009,8,0.010708525170673328
6 Reasons Why Computer Science is the Best Major,ywBD6HiD8vQ,2020-11-06,computer science,4557,379,97136,2020,11,0.05081535167188272
Computer Science Degree Vs Computer Engineering Degree (Which Is Better?),sdDklIYkWA0,2022-06-18,computer science,1514,251,37830,2022,6,0.046656093047845626
5 Things I Wish I Knew Before Majoring in Computer Science,TOSxb5aXKlk,2020-07-14,computer science,2596,177,56994,2020,7,0.048654244306418216
Things New Computer Science Students Need to Know,G6IN2UxMFpU,2020-09-07,computer science,7452,581,113080,2020,9,0.07103820304209409
The Math Needed for Computer Science,eSFA1Fp8jcU,2018-04-21,computer science,59163,1583,1754969,2018,4,0.03461371682348805
The Man Who Revolutionized Computer Science With Math,rkZzg7Vowao,2022-05-17,computer science,62172,1458,1345420,2022,5,0.04729378186737227
Computer science education: why does it suck so much and what if it didn’t? | Ashley Gavin | TEDxNYU,5jmN_tBS0t4,2015-07-21,computer science,11911,1388,610308,2015,7,0.021790636858766393
Should YOU Major In Computer Science? (2022),FPu2S_qEN5s,2019-08-27,computer science,16747,1532,525081,2019,8,0.034811771898050015
Intro to Algorithms: Crash Course Computer Science #13,rL8X2mlNHPM,2017-05-24,computer science,28944,775,1515048,2017,5,0.01961588015693232
What You Need to Succeed in Computer Science,D1qnuKSfPOg,2020-11-24,computer science,4849,197,82596,2020,11,0.061092546854569225
Introduction to Graph Theory: A Computer Science Perspective,LFKZLXVO-Dg,2020-06-14,computer science,13406,314,362229,2020,6,0.0378765918797225
Day in the Life of a Computer Science Student at Waterloo,M85EcbfhH9A,2022-08-12,computer science,1149,146,17156,2022,8,0.07548379575658662
The Computer Science Iceberg Explained (Part 1),H565avw-ufk,2022-02-06,computer science,27889,962,437660,2022,2,0.0659210345930631
"CS50 FULL REVIEW  - Best Course to Learn Computer Science in 2022? (edX, Harvard)",-Zj1kepwRuw,2022-02-08,computer science,10409,385,199395,2022,2,0.05413375460768826
Computer Science isn&#39;t programming! // How to become a Master Programmer // Featuring Dr Chuck,z3o6yEzcnLc,2022-04-10,computer science,10292,653,327463,2022,4,0.03342362343226563
Computer Science Terminology,LtoBGQPuu1c,2018-11-08,computer science,5213,145,135056,2018,11,0.039672432176282434
My HONEST College Advice For Computer Science Majors // as a senior computer science student,bJCzuGbg4s4,2021-12-27,computer science,909,32,24612,2021,12,0.038233382090037384
Representing Numbers and Letters with Binary: Crash Course Computer Science #4,1GSjbWt0c9M,2017-03-15,computer science,30095,1186,1530735,2017,3,0.020435281090456545
Registers and RAM: Crash Course Computer Science #6,fpnE6UAfbtU,2017-03-29,computer science,37041,1190,1672442,2017,3,0.022859387649915512
Is Computer Science Right for You?,ReQdX04S00w,2022-02-24,computer science,61424,692,872859,2022,2,0.07116384204092528
Everything You Need to Know as a Computer Science Student,aDfqRbGk_Yk,2019-11-22,computer science,6557,215,179728,2019,11,0.037679159618979795
The Traveling Salesman Problem: When Good Enough Beats Perfect,GiDsjIBOVoA,2022-07-26,computer science,7812,408,143959,2022,7,0.05709959085572976
Online Computer Science Bachelor&#39;s - Colorado State University,ec5vegLMkTM,2021-01-20,computer science,32,5,83073,2021,1,0.00044539140274216655
Electronic Computing: Crash Course Computer Science #2,LN0ucKNX0hc,2017-03-01,computer science,32189,878,1750656,2017,3,0.018888348139211815
My College Advice for Computer Science Majors (after graduating 6 years ago),DUnjnfcpn3M,2020-06-10,computer science,11395,542,282641,2020,6,0.04223378773780166
Data Structures - Computer Science Course for Beginners,zg9ih6SVACc,2020-09-08,computer science,22667,588,939411,2020,9,0.024754873000209707
Conquering Math as a Computer Science Student,yKJz5IntDW8,2018-08-10,computer science,4440,307,95826,2018,8,0.0495377037547221
Kirby’s Dream Buffet – Overview Trailer – Nintendo Switch,mQqVCYDD3sA,2022-08-11,nintendo,40994,3946,1115596,2022,8,0.04028340008390134
Sonic Frontiers - Story Trailer - Nintendo Switch,zDZAbmxP7Yw,2022-08-23,nintendo,33773,4225,655844,2022,8,0.057937558321796034
Top 10 Nintendo 3DS Games| The Completionist,Yaf9h-Rceus,2022-08-24,nintendo,5333,883,87181,2022,8,0.0712999392069373
Splatoon 3 Direct - Nintendo Switch,aiuIZN0KDFQ,2022-08-10,nintendo,93512,11770,2467290,2022,8,0.042671108787374
Nintendo&#39;s Surprising Event Revealed And Tons of New Games Get Announced | News Wave,z7SGxS0h8YQ,2022-08-24,nintendo,4996,791,86658,2022,8,0.06677975489856677
Nintendo Direct Mini: Partner Showcase | 6.28.2022,dKB3WXRWTCM,2022-06-28,nintendo,93420,11201,2745019,2022,6,0.03811303309740297
We&#39;ve Played Splatoon 3 - Is It Any Good?,I0wIauQ0wMs,2022-08-24,nintendo,2677,390,51017,2022,8,0.060117215830017445
Mario Kart 8 Deluxe — Booster Course Pass - Wave 2 Release Date - Nintendo Switch,xBly7QHQkYA,2022-07-28,nintendo,88302,10753,2173854,2022,7,0.045566537587160866
Nintendo Switch OLED Kirby Edition,uS5exTLvQVo,2022-08-24,nintendo,959,87,9269,2022,8,0.1128492825547524
Xenoblade Chronicles 3 Direct - Nintendo Switch,hoHvpS2x8us,2022-06-22,nintendo,27953,6430,848504,2022,6,0.04052190679124671
ON A JOUE A SPLATOON 3 EN AVANT PREMIERE SUR NINTENDO SWITCH !,_sapOflid6o,2022-08-24,nintendo,3465,317,59232,2022,8,0.06385062128579147
Denuvo Is Bringing DRM To Nintendo Switch - And This Is NOT GOOD!,QrW6gVz7H5M,2022-08-24,nintendo,2208,837,37340,2022,8,0.08154793786823782
Nintendo Switch games that will be NOSTALGIC...,U_VQPOYJxpI,2022-08-24,nintendo,7455,160,71578,2022,8,0.10638743748079019
LEGO Star Wars: The Skywalker Saga Nintendo Switch NEW PATCH Review!,tDdvopwhCaE,2022-08-23,nintendo,697,120,17418,2022,8,0.04690550005741187
Deep Cut: Anarchy Rainbow - Splatoon 3 - Nintendo Switch,DtMOAvOWTvY,2022-08-10,nintendo,59959,5338,1310018,2022,8,0.04984435328369534
"🚨 DÉPÊCHEZ-VOUS 🚨 Ces PROMOS disparaissent bientôt du PS Store, Xbox Store, Nintendo eShop...",96mrgd8-3yE,2022-08-24,nintendo,406,57,13184,2022,8,0.03511832524271845
Nintendo&#39;s Big Switch Reveal Means No Direct? + PSVR 2 Coming Soon!,cCyPBq_u638,2022-08-23,nintendo,1897,349,36948,2022,8,0.06078813467576053
This &quot;Nintendo Switch Lite OLED PRO&quot; can play ANYTHING!,T17B7v6T8W4,2022-08-23,nintendo,7166,897,156610,2022,8,0.05148457952876572
Splatoon 3 Direct – 10/08/2022,QkQ2TlVoXVg,2022-08-10,nintendo,4122,567,112040,2022,8,0.04185112459835773
Nintendo Switch: Unboxing &amp; Review,y9b2vxjP0po,2017-03-09,nintendo,54951,6290,5370346,2017,3,0.011403548300239872
Nintendo Switch ATTENTION HOGWARTS LEGACY DIFFERENCES 😱❌⚠️ &amp; COLLECTOR à 300€ &amp; PAS SUR SWITCH ❌,LL2H1ksXocA,2022-08-24,nintendo,760,80,11630,2022,8,0.07222699914015478
18 AMAZING Nintendo Switch secrets! 🔥😱🤯,tOtVkaGqtbQ,2022-07-31,nintendo,3769,590,180396,2022,7,0.024163506951373644
Nintendo Switch OLED Review Vs Original | One Month Later,TlBU5LfBEcM,2021-11-03,nintendo,8058,662,566503,2021,11,0.015392681062589253
Pokémon Presents | 08.03.2022,ojiBuA97rdc,2022-08-03,nintendo,119930,11926,3432799,2022,8,0.03841063808280065
Evolution of Nintendo [1889-2022],q6S7VOi3E5k,2021-03-06,nintendo,92823,5623,8295441,2021,3,0.011867482391834262
Splatoon 3: Early Switch Multiplayer Hands-on - How Is Nintendo&#39;s Shooter Shaping Up?,JDB-Vm4eqTk,2022-08-24,nintendo,2104,481,46065,2022,8,0.0561163573211766
OLED Nintendo Switch Unboxing!,46C33cO4A3c,2021-11-15,nintendo,20892,976,640120,2021,11,0.03416234456039493
The WEIRD Nintendo Switch Accessories on Amazon,aJ8ZOtE--_g,2021-09-29,nintendo,79878,3067,2750006,2021,9,0.030161752374358457
"I Customized A Nintendo Switch In 10 Hours, 1 Hour, 10 Minutes, 1 Minute &amp; 10 Seconds - Challenge",28RxpkcVAFw,2021-02-28,nintendo,565673,35186,31667627,2021,2,0.018973919327772808
Nintendo employees when their joycons drift,sgNyDjjDCD4,2021-02-26,nintendo,350411,15822,6058858,2021,2,0.06044587940499678
Nintendo BIG ANNOUNCEMENT Revealed Just Now…,kmgWldPQ6t0,2022-08-23,nintendo,2179,324,55298,2022,8,0.045263843176968424
Top 10 Must Have Nintendo Switch Games! 2022 Guide,AsuXEeDKRoQ,2022-05-17,nintendo,7785,331,621651,2022,5,0.013055556896071912
Bayonetta 3 - Release Date Revealed - Nintendo Switch,gOGJGv6OoXA,2022-07-13,nintendo,43557,4766,514758,2022,7,0.09387518018175531
Nintendo Switch Online Is About To Get VERY Interesting In 2022...,LoumzWmxUDo,2022-08-16,nintendo,3016,573,56101,2022,8,0.06397390420848113
Splatoon 3 DEBERÍA SER GRATIS: Jugamos EL MEJOR SHOOTER ONLINE 🐙 (Nintendo Switch),LKkUMbagFcc,2022-08-24,nintendo,2118,245,35759,2022,8,0.06608126625464918
¡RUMORES apuntan a un NINTENDO DIRECT el DÍA 14 de SEPTIEMBRE! ¿NUEVO STAR FOX en CAMINO?,EvMp_cnU1Cc,2022-08-24,nintendo,221,35,2225,2022,8,0.1150561797752809
Nintendo Switch: Five Years In - Scott The Woz,92F46l6vpRs,2022-06-08,nintendo,89783,7013,2610708,2022,6,0.03707653249616579
Splatoon 3 – Release Date Revealed  - Nintendo Switch,Rkz-PjCQjWk,2022-04-22,nintendo,77209,8351,1700683,2022,4,0.050309199304044316
Nintendo has been accused...,_bFhv1gXFrc,2022-08-17,nintendo,5437,1020,109574,2022,8,0.058928212897220146
"LA FECHA DEFINITIVA del NINTENDO DIRECT con ZELDA, METROID y MARIO!? | Nuevo Star Fox | PS Showcase",6i0BA-cDnrU,2022-08-24,nintendo,814,85,12274,2022,8,0.07324425615121395
"Pokemon Presents - Official Full Presentation (August 3, 2022)",nHnh15pScSI,2022-08-03,nintendo,4936,750,208877,2022,8,0.027221762089650846
"No One Has The Balls To Make This Nintendo Video, So I Will",JbTvmqtskYY,2022-08-18,nintendo,4972,1307,87422,2022,8,0.07182402598888152
Mario Strikers: Battle League - 1st Free Update - Nintendo Switch,29qaA3suXBk,2022-07-19,nintendo,28895,6897,707813,2022,7,0.050567028297021956
nintendo switch OLED unboxing (+ accessories!!) 🐶🍃🌸,k1wBOG4v3T4,2021-12-22,nintendo,22443,300,681002,2021,12,0.033396377690520736
Nintendo Switch accessories you NEED!,-fDBPPKcjX0,2022-08-22,nintendo,24496,257,254500,2022,8,0.09726129666011787
The Nintendo Switch BIGGEST SECRET Has Finally Been Revealed....,xvCmnfVQQRE,2022-08-21,nintendo,3675,685,85298,2022,8,0.051114914769396703
Nintendo Switch HUNTING in NEW YORK CITY!,8nkTemr8AVY,2022-07-20,nintendo,15392,1232,297966,2022,7,0.05579160038393642
Steam Deck is the &quot;END&quot; of Nintendo Switch?,xc7d1iU7SVI,2022-05-23,nintendo,24059,3355,805728,2022,5,0.03402388895508161
Xbox REVEALS Big Updates For Xbox Series X Exclusives &amp; Xbox Game Pass For PC | Xbox News,kVMMvvKkJpM,2022-08-24,xbox,926,258,16396,2022,8,0.07221273481336911
Xbox Says Console Exclusives are Fading Away,mxjMX7ziMNc,2022-08-24,xbox,1079,473,16451,2022,8,0.09434076955808157
Xbox &amp; Bethesda Games Showcase 2022,rOYnwhKwlw8,2022-06-12,xbox,115164,5254,4098562,2022,6,0.029380548592408753
Xbox just said &quot;Console Exclusives are DOOMED&quot; but will PlayStation AGREE?,sN9kJY3Ie4s,2022-08-24,xbox,1209,1167,19967,2022,8,0.11899634396754645
Best Gamescom 2022 Game Reveals | Huge Xbox Game Pass Game Steals the Show | News Dose,rnn-sfBHX7o,2022-08-24,xbox,858,162,18992,2022,8,0.05370682392586352
The Xbox Series S: Should You Buy One?,5xRFvRGMwho,2021-10-14,xbox,24017,3549,1148562,2021,10,0.024000445774803623
Evolution of Xbox (Animation),qV_dH7cfbMs,2020-08-14,xbox,64432,5717,4526546,2020,8,0.01549724668654643
If I Can Fix This Xbox Series X I&#39;ll GIVE IT AWAY!!!,pIZW8eoxQ5o,2022-08-24,xbox,6900,383,114921,2022,8,0.06337396994457062
"🚨 DÉPÊCHEZ-VOUS 🚨 Ces PROMOS disparaissent bientôt du PS Store, Xbox Store, Nintendo eShop...",96mrgd8-3yE,2022-08-24,xbox,406,57,13184,2022,8,0.03511832524271845
PlayStation 5 vs Xbox Series X: Which is better?,jGZzpr4BtAM,2020-11-24,xbox,52160,11181,2497202,2020,11,0.02536478827103294
Lies of P - Gameplay Reveal,eghRcO16Zig,2022-08-23,xbox,7292,316,135067,2022,8,0.056327600376109635
the GameStop Xbox SCAM,KdVM2RhDaAM,2022-01-15,xbox,39845,3375,1760155,2022,1,0.024554655697935693
Microsoft&#39;s HUGE plans for Xbox! We can&#39;t stop it,NdqOOCel9-o,2022-08-21,xbox,1708,301,58559,2022,8,0.03430727983742892
"Xbox Just REVEALED Big Official Updates On Xbox Series X Exclusives, Xbox GamePass And Free Games!",573n5HGVo94,2022-08-20,xbox,3205,439,84465,2022,8,0.04314212987628012
The NEW Xbox Game Pass! What you need to know today,lVuMJBUSfdI,2022-08-12,xbox,1793,185,75483,2022,8,0.02620457586476425
The Evolution of XBOX Startup Screens (2001-2019),XWv_4L1_Z7Q,2019-05-07,xbox,124490,7455,8830062,2019,5,0.014942703686565282
"New Game Pass Additions, Updates, and Events | This Week on Xbox",P1W_9yI5UJY,2022-08-12,xbox,2976,131,103500,2022,8,0.030019323671497584
I spent 20 days customizing my new Xbox,DRHNWCmF3_0,2022-07-16,xbox,117231,5092,2657361,2022,7,0.0460317585755191
The Ultimate Xbox MYSTERY TECH,IeOd4_6kI30,2022-02-19,xbox,35423,1060,1034342,2022,2,0.035271699302551765
When customers blame you for unrelated issues. Xbox one X Prior repair gone wrong. No Signal,_keRzD8rVp8,2022-08-24,xbox,2468,220,37870,2022,8,0.0709796672828096
TEM JOGÃO! MUITOS JOGOS REVELADOS para o XBOX GAME PASS e GAMEPLAY de JOGO AGUARDADO!,EFvqXRTW330,2022-08-24,xbox,1562,130,10503,2022,8,0.1610968294772922
Weird loophole brings PS5 exclusives to Xbox Series! How it works,_L55PffW9sE,2022-08-24,xbox,855,139,24863,2022,8,0.039979085387925835
JOGOS CONFIRMADOS NO GAME PASS EM SETEMBRO E GRANDES LANÇAMENTOS NO XBOX!,kHDWTIUtSD8,2022-08-24,xbox,1409,122,12041,2022,8,0.1271489078980151
"Mom Throws Out Her Son&#39;s Xbox, She Instantly Regrets The Decision She Made | Dhar Mann",gEFmwpWfdAI,2021-01-06,xbox,438812,40924,22439610,2021,1,0.021378981185501886
"All Xbox, Nintendo and PlayStation Startups (Unused Brand ID)",Hru1FjQUkpI,2018-11-19,xbox,199933,22438,17069314,2018,11,0.013027529987438276
LEAKED Gameplay for New Xbox Games - Dead Island 2 | RedFall &amp; Gamescom 2022 Event Xbox News Cast 66,SxXpaOL9WzI,2022-08-23,xbox,1025,43,14264,2022,8,0.07487380818844644
Why I regret buying an Xbox Series X,JzjkmhcpYYU,2022-03-01,xbox,2295,1399,179180,2022,3,0.020616140194218105
Xbox Series X - Unbox &amp; Setup,dnOwCyedro8,2020-11-21,xbox,25029,2468,1651459,2020,11,0.016650125737302592
Reloading a Controller: Xbox vs. Playstation,60zVVNU_Jvw,2022-08-23,xbox,1781,66,33246,2022,8,0.05555555555555555
Things Are Getting HEATED Between Xbox &amp; PlayStation...,X_vhvlA1sxo,2022-08-11,xbox,2363,725,42216,2022,8,0.07314762175478491
*XBOX* Mod in Among Us,3okShyDl_UY,2021-08-24,xbox,466063,10976,8324871,2021,8,0.05730286991834468
25 amazing Xbox Series X and S secrets! 😱🔥😲 #Xbox #XboxSeriesX #XboxSerieS,kqIdgOs2cPE,2021-10-08,xbox,7455,300,447522,2021,10,0.017328757022001155
Xbox Gamepass Continue to Deliver Great Content and Playstation Fanboys Continue to Hate it,xFcT0zIQcds,2022-08-24,xbox,449,282,4368,2022,8,0.16735347985347984
All Xbox Startup Animations (2001-2020),EnCdmRnME_A,2020-03-13,xbox,6875,227,543947,2020,3,0.01305641909965493
Sonic Frontiers - Story Trailer,aT7_2vZFoqM,2022-08-23,xbox,1872,100,28892,2022,8,0.06825418801052194
"New Releases, Updates, and Games Coming Soon | This Week on Xbox",ht6QvakANDk,2022-08-19,xbox,1537,59,41735,2022,8,0.03824128429375823
Friend’s Mom STEALS New XBOX Series X from Kid!? *CRAZIEST STORY EVER* (LANKYBOX REACTION!),5PW3X8Yc2Gg,2022-06-05,xbox,21393,1087,1557335,2022,6,0.014434916058523053
FORZA HORIZON 2 FINALMENTE NO PC! (FICOU INCRÍVEL)😱 | Emulador de Xbox 360,DWAWh70Ccbk,2022-08-23,xbox,1785,133,19147,2022,8,0.10017235075991017
PlayStation vs Xbox: Which Console Is Better In Fortnite?,iFLu5DH5NI8,2022-04-19,xbox,15593,1407,607849,2022,4,0.027967472184703766
Xbox Series Upgrades in 2022! Time to swap?,Ki2JWyOCXwo,2022-08-17,xbox,1466,321,52695,2022,8,0.033912135876269095
NEW Xbox Series X Performance Update | Sony can’t match it,AhEvsny6zLQ,2022-07-29,xbox,2498,294,129231,2022,7,0.021604723324898826
Sony PlayStation is PAYING for Games NOT to go on Xbox Game Pass?!,6lbJ55D7rKg,2022-08-11,xbox,1822,1575,30352,2022,8,0.11192013705851345
Microsoft Xbox Upgrades- they just got it right,H1nGMrBKOeI,2022-08-10,xbox,1969,312,82902,2022,8,0.027514414610021472
"Xbox Just Got BIG News - Massive Game Pass Change, NEW Partnership Announced, &amp; MORE!",qqR9pYcrLeU,2022-08-09,xbox,2364,307,50941,2022,8,0.05243320704344241
Saints Row: Performance Review PS5 vs Xbox Series X|S vs PC vs Xbox One X,YBSRq8EEw6c,2022-08-22,xbox,1639,392,92899,2022,8,0.02186245277128925
13 NEW XBOX GAME PASS GAMES REVEALED FOR AUGUST &amp; SEPTEMBER,x_WBikPDezY,2022-08-16,xbox,1050,173,79741,2022,8,0.015337154036192173
Series X vs. Xbox One - What&#39;s the Difference??,9QvqBERvunI,2020-10-11,xbox,82083,6414,2541347,2020,10,0.03482287149295236
The Xbox Series S Gets An Upgrade!,eXSfV9F6Zcs,2022-08-05,xbox,4134,826,77502,2022,8,0.06399834842971794
"PS5, Xbox Predictions for Gamescom - Next-Gen Console Watch",13yafinMNv4,2022-08-19,xbox,1490,237,57446,2022,8,0.03006301570170247
Previously On | Marvel Studios’ She-Hulk: Attorney at Law | Disney+,U8agdTVOuxw,2022-08-24,marvel,9401,780,150039,2022,8,0.06785569085371136
Official Clip | Marvel Studios’ She-Hulk: Attorney at Law | Disney+,6UsZwc8aRuE,2022-08-24,marvel,17307,1101,331603,2022,8,0.05551216364146283
HUGE MARVEL STUDIOS D23 REVEALS! New Phase 6 Films and Casting Rumors D23 Preview,w4gOESctqLU,2022-08-23,marvel,4147,1292,106966,2022,8,0.05084793298805228
Marvel Studios’ Black Panther: Wakanda Forever | Official Teaser,RlOB3UALvrQ,2022-07-24,marvel,1435534,64164,36868871,2022,7,0.04067653712531637
Why Marvel Phase Four Sucks!,NWzBX3OP234,2022-08-23,marvel,20319,2958,190106,2022,8,0.12244221644766604
Official Trailer | She-Hulk: Attorney at Law | Disney+,u7JsKhI2An0,2022-07-24,marvel,599842,39313,23222262,2022,7,0.02752337390733082
Marvel Studios&#39; Thor: Love and Thunder ธอร์: ด้วยรักและอัสนี | ตัวอย่าง Official,8Ltc-BfxBhY,2022-05-24,marvel,8870,554,834400,2022,5,0.011294343240651965
I Am Groot | Official Trailer | Disney+,D7eFpRf4tac,2022-07-22,marvel,697363,18075,18609928,2022,7,0.038443888659859406
Ms. Marvel | Tráiler Oficial Doblado | Disney+,hJUVWZNwkFk,2022-03-15,marvel,48823,3061,1461872,2022,3,0.03549147941817067
Marvel Studios&#39; Black Panther: Wakanda Forever | Official Hindi Teaser,ys2cEkHskH4,2022-07-24,marvel,162408,3151,14118968,2022,7,0.011725998670724377
Marvel’s Midnight Suns | “Darkness Falls” Trailer,WVZTsTXO3Nk,2022-06-09,marvel,283831,9805,12550897,2022,6,0.023395618655782133
Mulher-Hulk: Defensora de Heróis | Trailer 2 Oficial Dublado | Disney+,MrktLFjzYWQ,2022-07-24,marvel,79336,3695,1667301,2022,7,0.04979964625463548
Marvel Studios&#39; The Multiverse Saga Revealed at Hall H,BL4aMClEINw,2022-07-24,marvel,61689,1928,1284173,2022,7,0.049539275471451275
Marvel Studios&#39; Thor: Love and Thunder | Official Trailer,wsoH9bd8JfA,2022-05-24,marvel,8574,723,936041,2022,5,0.009932257240868722
I&#39;m a Hulk | Marvel Studios&#39; She-Hulk: Attorney at Law | Disney+,jqm0YYcOrOE,2022-07-27,marvel,98519,5633,3020492,2022,7,0.03448179965383123
Pantera Negra: Wakanda para Sempre | Marvel Studios | Teaser Trailer Legendado | Open Caption,qkLquw1rOPA,2022-07-24,marvel,15312,595,286969,2022,7,0.05543107443661162
Nailing It Clip | Marvel Studios’ She-Hulk: Attorney At Law | Disney+,RLil-mR8YeQ,2022-08-01,marvel,101465,5079,3487219,2022,8,0.03055271263433699
She Hulk : Defensores de Héroes | Tráiler Oficial Doblado | Disney+,PF1XE7yEmgY,2022-07-24,marvel,44866,2709,1486176,2022,7,0.032011686368236335
Marvel Studios’ Ms. Marvel | Official Trailer | Disney+,m9EX0f6V11Y,2022-03-15,marvel,833480,56565,23717752,2022,3,0.03752653286871369
Thor: Amor e Trovão | Marvel Studios | Trailer Oficial Dublado,1c_W_4cNLn0,2022-05-24,marvel,183765,3810,4181136,2022,5,0.04486220969612086
SPIDER-MAN #1 Trailer | Marvel Comics,VdN0TWU9q2Y,2022-08-24,marvel,7387,566,125674,2022,8,0.06328277925426103
Pantera Negra: Wakanda para Sempre | Marvel Studios | Teaser Trailer Oficial Dublado,oHDi01Yn4tY,2022-07-24,marvel,137796,4891,2064594,2022,7,0.06911140882904823
Marvel Studios&#39; Thor: Love and Thunder | Official Teaser,tgB1wUcmbbw,2022-04-18,marvel,1790536,68822,44424347,2022,4,0.04185448128252735
ARE YOU HOLDING OUT FOR CAPTAIN MARVEL? | Marvel&#39;s Avengers Game,smhxQgeLfuA,2022-08-24,marvel,142,6,2813,2022,8,0.0526128688233203
Marvel Studios Celebrates The Movies,QdpxoFcdORI,2021-05-03,marvel,626889,35593,14694097,2021,5,0.045084907224989736
Mulher-Hulk: Defensora de Heróis | Marvel Studios | Trailer Oficial Dublado | Disney+,yRnApYO_hBI,2022-05-17,marvel,88764,5853,1815856,2022,5,0.05210600400031721
Marvel Studios&#39; Thor: Love and Thunder | Official Trailer,Go8nTmfrQd8,2022-05-24,marvel,1602939,61259,54583132,2022,5,0.03048923612518241
Marvel Movie Kisses Ranked Worst To Best,QFn7PN0smwM,2021-04-15,marvel,18225,830,1667322,2021,4,0.01142850631131839
Thor: Amor y Trueno de Marvel Studios | Teaser Oficial | Doblado,vKKu-Wt7O2Q,2022-04-18,marvel,148031,5179,3653854,2022,4,0.041931067853285875
