Title,Video ID,Published At,Keyword,Likes,Comments,Views,year,month,Engagement_Score
Forget the iPhone 14 - 2023 changes EVERYTHING!,GAyMEqZZxWA,2022-08-22,apple,4706,321,164331,2022,8,0.030590698042365715
"Apple September 6 Event LEAKED! 🚨 iPhone 14, Apple Watch Series 8 &amp; More!",QbVQuA25GDQ,2022-08-08,apple,4976,599,151259,2022,8,0.036857310969925755
Apple Announces Serious Security Flaw: Here’s How To Protect Your Data,emANU6ca7D4,2022-08-20,apple,1111,138,189956,2022,8,0.006575206890016635
iPhone 14 - what can we expect?! Rumors and more!,2F3B9crtqGo,2022-08-22,apple,8520,1146,184475,2022,8,0.052397343813524865
This is the End of an Era for Apple.,Byb2W8hTbik,2022-07-27,apple,13488,1181,307938,2022,7,0.04763621248433126
iPhone 14: Everything We Know,mrA6g8HjDks,2022-08-17,apple,3464,416,276221,2022,8,0.014046723456942085
Apple iPhone 14 EVENT - Apple are Changing a Product...,N3odbO3RlTU,2022-08-02,apple,29026,2530,425880,2022,8,0.07409598948060486
Apple Watch Series 8 - This Is Insane!,4FIMPFdROsc,2022-08-05,apple,3227,296,281839,2022,8,0.012500044351562416
iOS 16 Hands-On: Top 5 New Features!,WfVF-Ec4naQ,2022-07-11,apple,274209,9651,7544821,2022,7,0.03762315898548156
Apple&#39;s iPad Revolution is COMING..,xXzX0ZMMRX8,2022-08-06,apple,3362,441,142040,2022,8,0.026774148127288087
What happened with me and Apple,ug_ArwfWoAo,2022-07-23,apple,17728,1841,356678,2022,7,0.05486461177869115
"Apple says hackers may have exploited security flaws on iPhone, iPad, and Macs - BBC News",IQgSWzAMp9o,2022-08-19,apple,2707,542,169562,2022,8,0.01916113280098135
iPhone 14 Last Minute Changes and Leaks!,z2SVnlVxWMM,2022-08-11,apple,3102,460,229928,2022,8,0.0154918061306148
What Makes Apple&#39;s New $499 Glasses So Special,7rUAVcWQjso,2021-09-05,apple,38261,2271,2644603,2021,9,0.015326307956241448
Chartmaster&#39;s Apple warning: &#39;Sell it all&#39;,oVofe7dZ5Cg,2022-08-18,apple,2254,1032,282480,2022,8,0.011632681959784763
SLOW HORSES en APPLE TV,JVh6j5LvLzE,2022-08-24,apple,2374,310,29780,2022,8,0.09012760241773002
Android vs iPhone - Which is ACTUALLY Better? (ft MKBHD),xf2DPY3vGto,2022-06-16,apple,245113,28583,4876825,2022,6,0.05612175954642621
iPhone 14! MORE Bad News. 😡 Really Apple?,9xpri0BLLio,2022-08-17,apple,3216,392,62815,2022,8,0.05743850991005333
2022 iPhone 14 Finally Revealed,Dm_x7ypFwgo,2022-07-10,apple,2839,472,228752,2022,7,0.014474190389592223
"When you Don&#39;t get Pen, Pineapple, Apple, Pen : 🙄",wmOUOo3QM0U,2022-08-23,apple,2330,384,25865,2022,8,0.1049294413299826
Elon Musk&#39;s ALL NEW Phone Just DESTROYED Apple!,zDiC8KexSRM,2022-08-02,apple,3908,61,174482,2022,8,0.022747332103024955
iPhone Features Apple Killed With iOS 16,uWJE4LtfHvQ,2022-06-21,apple,11148,814,425073,2022,6,0.028141048713985598
É OFICIAL! IPHONE 14 CHEGA DIA 7 DE SETEMBRO -  VEJA TUDO SOBRE ELE E ATÉ O PREÇO,HOaxJU_xCiE,2022-08-23,apple,2949,272,38520,2022,8,0.08361889927310488
iPhone 14 -  Apple Doesn&#39;t Care What You Think,NO49tLohULQ,2022-08-18,apple,1194,431,34954,2022,8,0.04648967214052755
"Apple security flaw could allow hackers full control of iPhones, iPads, Macs",Qz6vN8Hp8_o,2022-08-19,apple,416,94,43591,2022,8,0.011699662774425914
Google Engineer on His Sentient AI Claim,kgCUn4fQTsc,2022-06-23,google,52147,13199,2343365,2022,6,0.02788554066481321
The Weirdest GOOGLE Searches,YU58UOXGrqU,2019-12-10,google,472660,37391,14296001,2019,12,0.0356778794293593
If Google Was A Guy (Full Series),Cxqca4RQd_M,2019-11-26,google,1046404,37539,34484565,2019,11,0.03143270039798965
Inside Google&#39;s Massive Headquarters,Z-pT0XDYvDM,2020-11-18,google,36387,1789,2530836,2020,11,0.015084343671419247
El Chombo - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Music],FzG4uDgje3M,2018-04-05,google,16445558,732818,4034122271,2018,4,0.0042582685516226884
Android 13 vs Android 12: What google didn&#39;t tell YOU!,QKI9IBB8nyE,2022-08-24,google,269,33,8064,2022,8,0.037450396825396824
Fun Google Secrets,Nsbp0GQHOGc,2016-04-28,google,234520,9846,14269018,2016,4,0.017125635415135086
360° Google Dinosaur - T-REX in VR [4K] Video,IwUZrxaX1A0,2020-10-17,google,193174,4232,26160434,2020,10,0.0075459757280785175
Never Google this word...,qllLgFXbkxs,2022-05-01,google,261832,8894,8496353,2022,5,0.03186378908691764
Weird Things Spotted On Google Maps,wrBMkRQkRNQ,2022-04-10,google,33213,3070,2017263,2022,4,0.01798625166872143
Weird Things Spotted And Caught Deep Below On Google Maps,l-d-_NXJtww,2022-03-14,google,49192,1123,2009963,2022,3,0.02503279911122742
This AI says it&#39;s conscious and experts are starting to agree. w Elon Musk.,xvNvj7ku5pY,2022-06-05,google,99436,19837,3934199,2022,6,0.030316971764773465
www.google.com search,e4con87R_Dk,2018-07-11,google,8383,773,9826182,2018,7,0.0009317962968729868
"Pixel Watch, Pixel 7 and Google&#39;s Hardware Reveal 2022!",U3DNz5asasA,2022-05-11,google,102993,6346,2568894,2022,5,0.04256267483204834
Google engineer warns new AI robot has feelings,BwcVm0YRvuo,2022-06-23,google,53545,17946,1711823,2022,6,0.04176307947725904
The Scariest Things Found On Google Maps,OU1iQTp5r0k,2022-01-16,google,197069,5574,4676492,2022,1,0.04333226700697874
A Day In The Life Of Sundar Pichai (Google&#39;s CEO),JaUCiKTNBxQ,2021-08-08,google,107571,3380,6123730,2021,8,0.018118205734086904
I rejected a $360k Google job offer | Software Engineer,UWe4aMPAyvc,2022-06-11,google,11474,1011,374525,2022,6,0.033335558373940324
28 STRANGE Sights on Google Earth,njiSn2aaS88,2018-01-26,google,51098,5463,9914057,2018,1,0.005705131612618325
Things I Wish I NEVER Found on Google Maps,mp5WovpgGH4,2022-01-07,google,29265,1366,2006133,2022,1,0.015268678597082048
Weird Things Spotted On Google Maps,U-ZMQIiRfvk,2021-04-26,google,237800,20092,9277945,2021,4,0.027796241516844518
Has Google Created Sentient AI?,RB-O0V9djEs,2022-07-06,google,56392,11848,3457355,2022,7,0.019737631802346015
Strange Creatures Caught On Google Earth,5VdfDltntXQ,2021-10-18,google,20365,1223,1576038,2021,10,0.01369763927011912
World&#39;s *WEIRDEST* Things SPOTTED on Google Maps!,ZUFkVY-awuw,2021-12-02,google,38810,681,1837300,2021,12,0.021494040167637295
LIFE-SAVING GADGETS and EMERGENCY HACKS YOU SHOULD KNOW,PPXMc0sRDn0,2021-12-19,google,88325,1460,15836037,2021,12,0.005669663439154632
SCARY THINGS FOUND ON GOOGLE EARTH,AFzLaosalgw,2021-08-25,google,100232,1563,2313225,2021,8,0.044005663089409806
TERRIFYING Things Google Earth Doesn&#39;t Want You To See,6GU91yejwTo,2022-05-03,google,3984,293,293379,2022,5,0.01457841222446051
Did Google’s A.I. Just Become Sentient? Two Employees Think So.,2856XOaUPpg,2022-06-19,google,55521,9378,1325826,2022,6,0.0489498621991121
www.google.com,xi8Z-BdLuLo,2017-10-25,google,2991,291,4056267,2017,10,0.0008091183346658393
Talking Tech and AI with Google CEO Sundar Pichai!,n2RNcPRtAiY,2021-05-21,google,199265,10047,4012930,2021,5,0.052159394756449776
DON&#39;T GOOGLE THIS STUFF,NAV2laKrDv4,2017-08-28,google,0,18676,6515548,2017,8,0.0028663744016619937
MUMEI DON&#39;T GOOGLE THAT,99jX8_Q_8xo,2022-08-21,google,5812,173,125307,2022,8,0.04776269482151835
Urgent: How to Adjust for Google&#39;s New Update,u987sQrDsSM,2022-08-23,google,712,101,13043,2022,8,0.06233228551713563
Cala Maria&#39;s Song but Every Word is a Google Image,Z_OZ2SvqmDU,2022-08-24,google,7636,238,136526,2022,8,0.057673996161903225
Why Most Google Employees Quit After 1.1 Years (On Average),IZCfP13twxk,2022-08-20,google,1099,132,28386,2022,8,0.0433664482491369
ZOMBIE GIRL ESCAPE PREGNANCY PRANK BATTLE - Doctor Nerf Guns Couple Zombies Crime | Sky Nerf War,-EjsCBHEbbk,2020-11-28,google,349923,4082,122994457,2020,11,0.002878219137956762
Google Pixel 7 + Pixel 7 Pro Early Hands On,4VIZirQzWss,2022-08-19,google,23574,3197,1033764,2022,8,0.02589662630929303
Top New Comedy Video Amazing Funny Video 2021 Episode 117 By Guys Fun Ltd@CS Bisht Vines,beKk6mEWSuA,2021-12-31,google,135952,2131,32300300,2021,12,0.004274975774218815
Google — Year In Search 2021,EqboAI-Vk-U,2021-12-08,google,169669,8630,239207161,2021,12,0.0007453748426870883
Interview with Google CEO Sundar Pichai at Google I/O 2022,X7vVP7F3-wM,2022-05-12,google,48525,2810,2158052,2022,5,0.023787656645901024
Google’s Most Advanced Robot Brain Just Got a Body,dCPHGwW9SOk,2022-08-21,google,3823,444,212395,2022,8,0.020089926787353753
How Google Search Works (in 5 minutes),0eKVizvYSUQ,2019-10-24,google,124675,5828,20026987,2019,10,0.006516357153474959
Google reports customer to police for pedo behavior over doctor photos: THIS is why privacy MATTERS!,CE0EB5bXj14,2022-08-23,google,17526,2667,199416,2022,8,0.1012606811890721
"How Google Maps Sent 2 Teens Into a Death Trap, Only 1 Survived",N8ULG4rr5KA,2022-08-12,google,23558,1459,587218,2022,8,0.04260257689648478
Evolution Of Thomas The Tank Engine on Google Earth!,z-cctqMrgSE,2022-08-23,google,179,5,24650,2022,8,0.007464503042596349
DESCRIBE YOURSELF! (The S.M.A.R.T way to DESCRIBE YOURSELF in a JOB INTERVIEW!),TD81VzkLUVE,2022-08-24,interview,1011,116,34941,2022,8,0.0322543716550757
"Elon Musk talks Twitter, Tesla and how his brain works — live at TED2022",cdZZpaB2kDM,2022-04-14,interview,203216,17928,10786819,2022,4,0.02050131739486868
BEST Answers to the 10 Most Asked Interview Questions | Interview Questions and Answers,qtulf_yrzR0,2020-10-08,interview,19712,484,679025,2020,10,0.02974264570523913
TOP 21 QUICK ANSWERS TO JOB INTERVIEW QUESTIONS!,fr-mwiyhZAo,2021-08-03,interview,57500,1562,1502125,2021,8,0.03931896479986686
Elon Musk: A future worth getting excited about | TED | Tesla Texas Gigafactory interview,YRvf00NooN8,2022-04-18,interview,155712,14340,7958011,2022,4,0.021368656062425648
Full Interview: Lady Gaga Talks To Stephen Colbert,zWaV_PTlCxk,2018-10-05,interview,82405,5855,7825074,2018,10,0.011279126561614625
Interview Questions and Answers! (How to PASS a JOB INTERVIEW!),KCm6JVtoRdo,2020-10-23,interview,120513,5782,4613254,2020,10,0.02737655459682038
"Gary Owen Opens Up About His Divorce From Kenya Duke, Falling Out With His Kids, Healing + More",GIABy89py5A,2022-08-23,interview,14658,3373,507836,2022,8,0.03550555691207398
"How to Interview for a Job in American English, part 1/5",yBtMwyQFXwA,2016-01-05,interview,98688,1818,4271973,2016,1,0.023526834088136793
Director Sukumar Interview with Puri Jagannadh Full Interview | TFPC,x7sAOUnn3RA,2022-08-24,interview,1265,55,53087,2022,8,0.024864844500536856
How To Introduce Yourself In An Interview! (The BEST ANSWER!),wexzvClUcUk,2021-07-04,interview,223844,3600,5847791,2021,7,0.03889400288074591
Harry Styles - Zane Lowe &amp; Apple Music ‘Harry’s House’ Interview,3L4m5ZMzf3A,2022-05-16,interview,249384,9423,3593833,2022,5,0.0720141976547046
Tell Me About Yourself - A Good Answer to This Interview Question,kayOhGRcNt4,2016-12-14,interview,454863,8266,22529756,2016,12,0.020556325598910172
5 Dangerous Things to Avoid Saying In a Job Interview,wIjK-6Do6lg,2019-02-12,interview,116385,8881,5132684,2019,2,0.0244055546766565
TOP 7 Interview Questions and Answers (PASS GUARANTEED!),umQKkcBPL08,2018-06-10,interview,130176,8669,5923959,2018,6,0.0234378732195817
Pushpa Sukumar Exclusive Interview With Puri Jagannadh | Vijay Deverakonda| Ananya Panday| News Buzz,S8XAtUfeMhM,2022-08-24,interview,469,20,19622,2022,8,0.02492100703292223
English Job Interview Dos &amp; Dont&#39;s! | English Conversation Practice,-JNjsOX0N0c,2021-08-03,interview,19630,515,621093,2021,8,0.03243475614763006
Tell Me About Yourself - Job Interview,HMQlA-TIAsk,2020-09-09,interview,59933,700,2117474,2020,9,0.02863459008233395
Tell Me About Yourself - A Good Answer To This Interview Question,5v-wyR5emRw,2019-12-25,interview,493471,10226,12382988,2019,12,0.040676531383217036
Danny DeVito Answers the Web&#39;s Most Searched Questions | WIRED,M69NaqGLfwI,2022-08-24,interview,14566,725,270284,2022,8,0.05657382604963668
Saweetie Full Interview with Kevin Hart | Full Episode Hart to Heart,huVYx9kqR1A,2022-08-04,interview,32009,1605,1693731,2022,8,0.019846126687177598
Sukumar Interview With Puri Jagannadh about Liger | Pushpa | Vijay Deverakonda | Pawan Kalyan | FH,spfR33pcvio,2022-08-24,interview,878,31,37711,2022,8,0.02410437272944234
Mob Hitman interview-John Alite,rqNvJd5ORKo,2022-06-24,interview,16414,3694,782934,2022,6,0.025682880038419585
"Top Interview Tips: Common Questions, Nonverbal Communication &amp; More",HG68Ymazo18,2020-01-03,interview,38397,780,3114396,2020,1,0.012579325172521413
Leon Edwards’ Emotional First Interview Since Shocking the World at UFC 278 - MMA Fighting,VBFvRLyvDqU,2022-08-22,interview,14211,2341,409554,2022,8,0.04041469500969347
11 SMART things to SAY in an INTERVIEW! (Interview Tips for Freshers &amp; Experienced Candidates!),Gm0VRaAqcOs,2021-12-20,interview,15576,488,427945,2021,12,0.037537534028905584
Interview-Flop: ÖVP-Innenminister Gerhard Karner bei Armin Wolf zur Abschiebung von Tina,vZaxwblyWkU,2022-08-24,interview,189,62,7487,2022,8,0.033524776278883395
ఇది కదా మనకి కావలసింది👌 | Mind Blowing Interview Between Sukumar &amp; Puri Jagannadh About Tollywood,VyCDkZBYGjM,2022-08-24,interview,1827,98,120365,2022,8,0.0159930212271009
How to Answer Behavioral Interview Questions Sample Answers,IV30jAw7dxA,2019-11-21,interview,33967,805,1187250,2019,11,0.029287850073699728
How to NOT be Nervous in Job Interviews | How to be Confident in Interviews | Linda Raynier,9FSSu8Ix0PA,2020-05-13,interview,14030,586,544895,2020,5,0.026823516457299114
President Joe Biden Visits Jimmy Kimmel Live,ZEtPV-qvLe8,2022-06-09,interview,76431,48673,3463977,2022,6,0.03611571323943548
10 Common Job Interview Questions and Answers (Job Interviews in English),rXZMlyR1Fbw,2020-05-13,interview,7850,124,240428,2020,5,0.033165854226629175
Lil Durk - No Interviews (Official Audio),lGIG3dpMXEI,2022-03-11,interview,97646,2095,8339001,2022,3,0.011960785230748863
US Citizenship Interview 2022 | 2008 Version U.S Naturalization Interview | N-400 with Mr. Yong Kang,4CDX8-Ci17o,2022-08-23,interview,97,21,4976,2022,8,0.023713826366559485
Top 30 Interview Questions - From a recruiters hiring playbook,B_LmCruLjis,2019-06-11,interview,37455,1700,2199261,2019,6,0.017803707699995588
Lil Durk Speaks Out About YoungBoy Dissing King Von (Interview),cR6YDEiptyQ,2022-04-02,interview,16646,2556,1010630,2022,4,0.019000029684454252
Gang Member interview-Baldacci,pdZ6rEpfjzM,2022-03-08,interview,19583,3427,1686785,2022,3,0.013641335439904909
TOP 5 HARDEST INTERVIEW QUESTIONS &amp; Top-Scoring ANSWERS!,WOHFlwYV210,2022-02-16,interview,22624,504,565863,2022,2,0.0408720838789601
"The Dan Bilzerian Interview: Slowing Down on Partying &amp; Girls, Million Dollar Watch Theft &amp; More",H8KXz2aFMNE,2022-06-07,interview,17160,3193,1118396,2022,6,0.018198384114392396
[SFM] An Interview with Foxy,6BDqTtQ6byg,2021-09-28,interview,316652,16002,5850945,2021,9,0.056854747395506194
Ku Klux Klan Member interview-Steven,WN6Sb4SrK4c,2020-06-28,interview,52635,41229,2884100,2020,6,0.03254533476647828
"NLE Choppa on Beef with Vlad, &quot;Snake Oil Salesman&quot;, NBA YoungBoy, King Von, 2Pac (Full Interview)",_EPs8HcCOiM,2022-08-22,interview,978,178,92841,2022,8,0.012451395396430457
New interview of Emma Watson with People/EW Network!,mWSVB7FMmoE,2017-02-17,interview,25287,993,1545582,2017,2,0.01700330360990229
Why Casemiro Is The PERFECT Transfer! | Interview With Semra Hunter,TtGEf_3xhA4,2022-08-24,interview,1500,191,44809,2022,8,0.037737954428797786
"Elon Musk Reveals His Knowledge on Aliens, Challenges Putin to UFC, and Predicts WW3",fXS_gkWAIs0,2022-08-05,interview,212578,27929,10730641,2022,8,0.022413106542283914
"The Sleazy World Go Interview: Sleazy Flow, Scamming, Lil Baby, Offset &amp; More",xAiogA2S3dw,2022-07-26,interview,2936,757,195618,2022,7,0.01887863080084655
"Ray J Talks Justin Bieber Beef,  Raycon Earbuds, B2K, RSVP Group, Shaves Chest Hair",_zxhBau3IU8,2022-08-23,interview,15301,2516,520431,2022,8,0.03423508591917084
Mossbag Interview: Kickstarter for New Game - Titan Shell. And Silksong Speculation,JgOW7_3mszg,2022-08-24,interview,242,28,2587,2022,8,0.10436799381523
"50 Cent Talks &quot;Tycoon Houston Comedy Fest, YK Osiris, Love For Houston, Mending Relationships &amp; More",yTqafU2dWeg,2022-08-12,interview,52335,5602,2399810,2022,8,0.0241423279342948
"Boosie on NBA YoungBoy, Terrance &quot;Gangsta&quot; Williams, Yung Bleu, R Kelly, Lil Nas X (Full Interview)",mq-t7zw4WKA,2022-08-17,interview,5512,866,411015,2022,8,0.015517681836429327
"How the Great Pyramids were Built | Big History (S1, E5) | Full Episode",gQSdNZGUgIU,2022-08-23,history,1449,332,70483,2022,8,0.025268504462068866
ALIENS THREATEN GLOBAL INVASION | Countdown to Armageddon,eO1ElsB6FzY,2022-08-24,history,6002,2147,305772,2022,8,0.026650576246353492
"The Mystery Of The 2,000,000 Year Old Human Remains | Mystery Of Our Ancestors | Timeline",PyAM4wFHR08,2022-08-23,history,2644,427,127748,2022,8,0.024039515295738487
What Happened Immediately After Hitler&#39;s Death,UzAzytHg5Yk,2022-08-24,history,5762,778,132646,2022,8,0.04930416296005911
One Direction - History (Official Video),yjmp8CoZBIo,2016-01-26,history,5400589,434688,434352213,2016,1,0.013434435983868235
Rich Brian - History (Official Video),6DrNC-xQcGs,2018-10-10,history,738439,23522,66368842,2018,10,0.011480703550620938
One Direction - History (Lyrics),p762wXX2clM,2020-07-29,history,96563,1586,8946712,2020,7,0.010970398957740006
8 Things People get Wrong about the U.S. Military,dDzp4YXpzLk,2022-08-24,history,8912,1238,164869,2022,8,0.06156402962351928
5 &quot;Shocking&quot; Events that Destroyed Ancient Egypt,Dr9SQF9VP1Y,2022-08-23,history,1542,97,39193,2022,8,0.041818692113387596
Discover the Secrets of Ancient Egypt | Engineering an Empire | Full Episode | History,9cdUxZuarL0,2020-08-30,history,41389,3668,10275325,2020,8,0.004384970791678122
The True Ancient Origins Of The Native Americans | 1491: Before Columbus | Timeline,olTClLF9JuQ,2022-06-19,history,31479,5070,2468059,2022,6,0.014808803193116534
"history of the entire world, i guess",xuCn8ux2gbs,2017-05-10,history,5471653,395657,147339243,2017,5,0.03982177375514275
The Rise And Fall Of The Pirate Golden Age | Outlaws | Timeline,pX7F-Hxvr80,2022-05-31,history,10415,621,1045028,2022,5,0.010560482589940174
The Rise Of Emperor Napoleon Bonaparte | History Hit | Timeline,uC8TK7GH85o,2022-07-17,history,5424,555,293213,2022,7,0.020391319620889935
"Engineering an Empire: Ancient Greece (S1, E1) | Full Episode | History",gzse_FxSmqU,2020-07-19,history,10380,496,1695814,2020,7,0.006413439209724652
The Entire History of the Akkadians // Ancient Mesopotamia Documentary,Q-mAWItV2q0,2021-09-08,history,47683,2407,5399988,2021,9,0.009275946539140458
35 Rare Shocking and Heartbreaking Historical Photos You Wont Find In History Books! EP2,-o380SFxMrg,2022-08-23,history,160,10,8135,2022,8,0.02089735709895513
"The Trojan War: Myth vs. Reality | Digging For The Truth (S2, E9) | Full Episode",k41dlyRQsBs,2022-08-13,history,1507,86,95369,2022,8,0.016703540982918978
《HIStory1-着魔》EP1 遭到江劲腾背叛，邵逸辰重生回到学生时代 | Caravan中文剧场,muFV-ismkAA,2018-04-25,history,26849,1293,2666406,2018,4,0.010554281681034321
The History Of Earth&#39;s Five Mass Extinction Events [4K] | The Next Great Extinction Event | Spark,-Jsj7K6E0Fg,2022-04-13,history,11595,2294,1487029,2022,4,0.009340100293941812
Why did Britain Attack the Greeks in 1944? | Animated History,ZBDLEROHj9E,2022-08-20,history,14800,1070,280369,2022,8,0.05660397547517736
Year 536 Was the Worst Year to Be Alive - What Happened?,s3YTfhJmh1I,2020-03-11,history,213630,18062,9024180,2020,3,0.025674576526620703
The Entire History of Viking Britain // Medieval England Documentary,J9DwXeAtWrs,2022-04-06,history,16874,1248,1687706,2022,4,0.01073765217401609
Why Alexander The Great Is The Single Most Important Man In History,a2a4oR0ZUYE,2020-03-11,history,72348,7260,3046581,2020,3,0.02613027521671014
The Man Who Accidentally Killed The Most People In History,IV3dnLzthDA,2022-04-22,history,702117,41105,22100487,2022,4,0.03362921369108292
10 MYSTERIOUS Historical Places You&#39;ve Never Heard Of!,0GbJ3dciyO4,2022-08-23,history,1811,48,79531,2022,8,0.02337453320089022
5 Unexplained Historical Mysteries That Experts Cannot Solve | Weird History Moments,UUNFQNiU2GM,2022-02-22,history,9669,458,1008972,2022,2,0.010036948498075269
The Animated History of Sweden,_i54q6j3rtc,2022-04-22,history,20363,919,708445,2022,4,0.030040440683468724
"America Unearthed: Lost Relics of the Bible (S2, E10) | Full Episode | History",XueMKFSbVcA,2020-11-30,history,12009,2041,1135106,2020,11,0.012377698646646217
History of Abomination,TvVdIHTVog0,2022-08-23,history,4066,174,72885,2022,8,0.0581738354942718
Greatest Last Stands In History,_aEJIUnxcrc,2022-05-02,history,20018,726,821480,2022,5,0.025251984223596435
The Real History of Slavery - Southern Negro,Vx0xhwzdLl8,2021-05-20,history,56485,10299,5464252,2021,5,0.012221983905573901
Ten Minute History - The Viking Age (Short Documentary),ExvEIOWB-H0,2019-01-28,history,29974,1394,1453787,2019,1,0.02157675092706153
